Dummy,File
SPPI,"Spectrum Pharmaceuticals, Inc.",Healthcare,Biotechnology,WIKI/SPPI,stocks/sppi
SPR,"Spirit AeroSystems Holdings, Inc.",Industrial Goods,Aerospace/Defense Products & Services,WIKI/SPR,stocks/spr
SPRO,SmartPros Ltd.,Services,Education & Training Services,NA,stocks/spro
SPRT,"Support.com, Inc.",Technology,Internet Software & Services,WIKI/SPRT,stocks/sprt
SPSC,"SPS Commerce, Inc.",Technology,Application Software,WIKI/SPSC,stocks/spsc
SPU,"SkyPeople Fruit Juice, Inc.",Consumer Goods,Beverages - Soft Drinks,NA,stocks/spu
SPTN,Spartan Stores Inc.,Services,Food Wholesale,WIKI/SPTN,stocks/sptn
SPW,SPX Corporation,Industrial Goods,Diversified Machinery,WIKI/SPW,stocks/spw
SPWR,SunPower Corporation,Technology,Semiconductor - Specialized,WIKI/SPWR,stocks/spwr
SQI,"SciQuest, Inc.",Technology,Application Software,WIKI/SQI,stocks/sqi
SQNM,Sequenom Inc.,Healthcare,Biotechnology,WIKI/SQNM,stocks/sqnm
SR,The Standard Register Company,Consumer Goods,Office Supplies,NA,stocks/sr
SRCE,1st Source Corporation,Financial,Regional - Midwest Banks,WIKI/SRCE,stocks/srce
SRDX,"SurModics, Inc.",Healthcare,Diagnostic Substances,WIKI/SRDX,stocks/srdx
SRCL,"Stericycle, Inc.",Industrial Goods,Waste Management,WIKI/SRCL,stocks/srcl
SREV,"ServiceSource International, Inc.",Technology,Business Software & Services,WIKI/SREV,stocks/srev
SRE,Sempra Energy,Utilities,Diversified Utilities,WIKI/SRE,stocks/sre
SRI,Stoneridge Inc.,Consumer Goods,Auto Parts,WIKI/SRI,stocks/sri
SRPT,"Sarepta Therapeutics, Inc.",Healthcare,Biotechnology,WIKI/SRPT,stocks/srpt
SRT,"StarTek, Inc.",Services,Business Services,NA,stocks/srt
SSD,"Simpson Manufacturing Co., Inc.",Industrial Goods,Small Tools & Accessories,WIKI/SSD,stocks/ssd
SSI,Stage Stores Inc.,Services,Apparel Stores,WIKI/SSI,stocks/ssi
SSFN,Stewardship Financial Corp.,Financial,Regional - Northeast Banks,NA,stocks/ssfn
SSN,Samson Oil & Gas Limited,Basic Materials,Oil & Gas Drilling & Exploration,NA,stocks/ssn
SSNC,,Technology,Business Software & Services,WIKI/SSNC,stocks/ssnc
SSNI,"Silver Spring Networks, Inc.",Technology,Computer Based Systems,WIKI/SSNI,stocks/ssni
SSP,The E. W. Scripps Company,Services,Publishing - Newspapers,WIKI/SSP,stocks/ssp
SSS,Sovran Self Storage Inc.,Financial,REIT - Industrial,NA,stocks/sss
SSTK,"Shutterstock, Inc.",Services,Business Services,WIKI/SSTK,stocks/sstk
SSY,SunLink Health Systems Inc.,Healthcare,Hospitals,NA,stocks/ssy
ST,Sensata Technologies Holding NV,Technology,Scientific & Technical Instruments,NA,stocks/st
STAA,STAAR Surgical Company,Healthcare,Medical Instruments & Supplies,WIKI/STAA,stocks/staa
STAG,"STAG Industrial, Inc.",Financial,REIT - Industrial,NA,NA
STBA,,Financial,Regional - Northeast Banks,WIKI/STBA,stocks/stba
STBZ,State Bank Financial Corporation,Financial,Money Center Banks,WIKI/STBZ,stocks/stbz
STC,Stewart Information Services Corporation,Financial,Property & Casualty Insurance,WIKI/STC,stocks/stc
STE,Steris Corp.,Healthcare,Medical Appliances & Equipment,WIKI/STE,stocks/ste
STEC,"STEC, Inc.",,,NA,stocks/stec
STEI,Stewart Enterprises Inc.,,,NA,stocks/stei
STEL,StellarOne Corporation,,,NA,stocks/stel
STEM,StemCells Inc.,Healthcare,Biotechnology,NA,stocks/stem
STFC,State Auto Financial Corp.,Financial,Property & Casualty Insurance,WIKI/STFC,stocks/stfc
STI,"SunTrust Banks, Inc.",Financial,Money Center Banks,WIKI/STI,stocks/sti
STJ,St. Jude Medical Inc.,Healthcare,Medical Appliances & Equipment,WIKI/STJ,stocks/stj
STL,Sterling Bancorp.,Financial,Savings & Loans,WIKI/STL,stocks/stl
SNHY,Sun Hydraulics Corp.,Industrial Goods,Industrial Equipment & Components,WIKI/SNHY,stocks/snhy
STLD,Steel Dynamics Inc.,Basic Materials,Steel & Iron,WIKI/STLD,stocks/stld
STLY,Stanley Furniture Co. Inc.,Consumer Goods,Home Furnishings & Fixtures,NA,stocks/stly
STML,"Stemline Therapeutics, Inc.",Healthcare,Biotechnology,WIKI/STML,stocks/stml
STND,Standard Financial Corp.,Financial,Regional - Northeast Banks,NA,stocks/stnd
STMP,Stamps.com Inc.,Technology,Application Software,WIKI/STMP,stocks/stmp
STNR,Steiner Leisure Ltd.,Services,Personal Services,WIKI/STNR,stocks/stnr
STR,Questar Corporation,Utilities,Gas Utilities,WIKI/STR,stocks/str
STON,Stonemor Partners LP,Services,Personal Services,NA,stocks/ston
STRA,Strayer Education Inc.,Services,Education & Training Services,WIKI/STRA,stocks/stra
STRI,"STR Holdings, Inc.",Consumer Goods,Rubber & Plastics,NA,stocks/stri
STRL,Sterling Construction Co. Inc.,Industrial Goods,Heavy Construction,WIKI/STRL,stocks/strl
STRM,"Streamline Health Solutions, Inc.",Technology,Healthcare Information Services,NA,stocks/strm
STRN,Sutron Corporation,Technology,Scientific & Technical Instruments,NA,stocks/strn
STRS,Stratus Properties Inc.,Financial,Real Estate Development,NA,stocks/strs
STRT,STRATTEC Security Corporation,Consumer Goods,Auto Parts,NA,stocks/strt
STRZA,Starz,Services,Entertainment - Diversified,WIKI/STRZA,NA
STSA,Sterling Financial Corporation,Financial,Savings & Loans,WIKI/STSA,stocks/stsa
STS,Supreme Industries Inc.,Consumer Goods,Trucks & Other Vehicles,NA,stocks/sts
STRZB,Starz,,,NA,NA
STSI,"Star Scientific, Inc.",Healthcare,Drug Manufacturers - Major,WIKI/STSI,stocks/stsi
STX,Seagate Technology Public Limited Company,Technology,Data Storage Devices,WIKI/STX,stocks/stx
STXS,Stereotaxis Inc.,Healthcare,Medical Appliances & Equipment,NA,stocks/stxs
STZ,Constellation Brands Inc.,Consumer Goods,Beverages - Wineries & Distillers,WIKI/STZ,stocks/stz
SUBK,Suffolk Bancorp,Financial,Money Center Banks,WIKI/SUBK,stocks/subk
SUI,Sun Communities Inc.,Financial,REIT - Residential,NA,stocks/sui
SUMR,"Summer Infant, Inc.",Consumer Goods,Personal Products,NA,stocks/sumr
SUNE,"SunEdison, Inc.",Technology,Semiconductor - Integrated Circuits,WIKI/SUNE,NA
SUP,"Superior Industries International, Inc.",Consumer Goods,Auto Parts,WIKI/SUP,stocks/sup
SUPX,Supertex Inc.,,,WIKI/SUPX,stocks/supx
SURG,"Synergetics USA, Inc.",Healthcare,Medical Appliances & Equipment,NA,stocks/surg
SUPN,"Supernus Pharmaceuticals, Inc.",Healthcare,Drugs - Generic,WIKI/SUPN,stocks/supn
SUSP,Susser Petroleum Partners LP,Services,Industrial Equipment Wholesale,NA,stocks/susp
SUSQ,"Susquehanna Bancshares, Inc.",Financial,Regional - Mid-Atlantic Banks,WIKI/SUSQ,stocks/susq
SUTR,Sutor Technology Group Limited,Basic Materials,Steel & Iron,NA,stocks/sutr
SVBL,"Silver Bull Resources, Inc.",Basic Materials,Industrial Metals & Minerals,NA,stocks/svbl
SVBI,Severn Bancorp Inc.,Financial,Regional - Mid-Atlantic Banks,NA,stocks/svbi
SVT,Servotronics Inc.,Industrial Goods,Industrial Electrical Equipment,NA,stocks/svt
SVU,SUPERVALU Inc.,Services,Grocery Stores,WIKI/SVU,stocks/svu
SWC,Stillwater Mining Co.,Basic Materials,Industrial Metals & Minerals,WIKI/SWC,stocks/swc
SWFT,Swift Transportation Company,Services,Trucking,WIKI/SWFT,stocks/swft
SWHC,Smith & Wesson Holding Corporation,Industrial Goods,Aerospace/Defense Products & Services,WIKI/SWHC,stocks/swhc
SWI,"SolarWinds, Inc.",Technology,Application Software,WIKI/SWI,stocks/swi
SWK,"Stanley Black & Decker, Inc.",Industrial Goods,Machine Tools & Accessories,WIKI/SWK,stocks/swk
SWKS,Skyworks Solutions Inc.,Technology,Semiconductor - Integrated Circuits,WIKI/SWKS,stocks/swks
SWM,Schweitzer-Mauduit International Inc.,Consumer Goods,Paper & Paper Products,WIKI/SWM,stocks/swm
SWN,Southwestern Energy Co.,Basic Materials,Independent Oil & Gas,WIKI/SWN,stocks/swn
SWS,"SWS Group, Inc.",Financial,Investment Brokerage - Regional,WIKI/SWS,stocks/sws
SWX,Southwest Gas Corporation,Utilities,Gas Utilities,WIKI/SWX,stocks/swx
SWY,Safeway Inc.,Services,Grocery Stores,WIKI/SWY,stocks/swy
SXC,SunCoke Energy Inc.,Basic Materials,Steel & Iron,WIKI/SXC,stocks/sxc
SXE,"Southcross Energy Partners, L.P.",Utilities,Gas Utilities,NA,stocks/sxe
SXI,Standex International Corporation,Industrial Goods,Industrial Equipment & Components,WIKI/SXI,stocks/sxi
SXL,Sunoco Logistics Partners L.P.,Basic Materials,Oil & Gas Pipelines,NA,stocks/sxl
SXT,Sensient Technologies Corporation,Basic Materials,Specialty Chemicals,WIKI/SXT,stocks/sxt
SYA,Symetra Financial Corporation,Financial,Life Insurance,WIKI/SYA,stocks/sya
SYBT,"Stock Yards Bancorp, Inc.",Financial,Regional - Southeast Banks,WIKI/SYBT,stocks/sybt
SYK,Stryker Corporation,Healthcare,Medical Appliances & Equipment,WIKI/SYK,stocks/syk
SYKE,"Sykes Enterprises, Incorporated",Technology,Information Technology Services,WIKI/SYKE,stocks/syke
SYMC,Symantec Corporation,Technology,Security Software & Services,WIKI/SYMC,stocks/symc
SYMM,Symmetricom Inc.,,,NA,stocks/symm
SYMX,"Synthesis Energy Systems, Inc.",Basic Materials,Specialty Chemicals,NA,stocks/symx
SYN,Synthetic Biologics Inc.,Healthcare,Biotechnology,NA,stocks/syn
SYNA,Synaptics Inc.,Technology,Application Software,WIKI/SYNA,stocks/syna
SYNC,"Synacor, Inc.",Technology,Internet Information Providers,NA,stocks/sync
SYNM,Syntroleum Corp.,Basic Materials,Oil & Gas Refining & Marketing,NA,stocks/synm
SYPR,Sypris Solutions Inc.,Consumer Goods,Auto Parts,NA,stocks/sypr
SYRG,Synergy Resources Corporation,Basic Materials,Oil & Gas Equipment & Services,WIKI/SYRG,stocks/syrg
SYUT,Synutra International Inc.,Consumer Goods,Dairy Products,WIKI/SYUT,stocks/syut
SYY,Sysco Corporation,Services,Food Wholesale,WIKI/SYY,stocks/syy
SZYM,"Solazyme, Inc.",Basic Materials,Oil & Gas Refining & Marketing,WIKI/SZYM,stocks/szym
T,,Technology,Telecom Services - Domestic,WIKI/T,stocks/t
TA,TravelCenters of America LLC,Services,"Specialty Retail, Other",NA,stocks/ta
TACT,TransAct Technologies Incorporated,Technology,Computer Peripherals,NA,stocks/tact
TAIT,Taitron Components Inc.,Services,Electronics Wholesale,NA,stocks/tait
TAL,"TAL International Group, Inc.",Services,Rental & Leasing Services,WIKI/TAL,stocks/tal
TAP,Molson Coors Brewing Company,Consumer Goods,Beverages - Brewers,WIKI/TAP,stocks/tap
TASR,TASER International Inc.,Industrial Goods,Aerospace/Defense Products & Services,WIKI/TASR,stocks/tasr
TAST,"Carrols Restaurant Group, Inc.",Services,Restaurants,WIKI/TAST,stocks/tast
TAT,TransAtlantic Petroleum Ltd.,Basic Materials,Oil & Gas Drilling & Exploration,NA,NA
TAX,"JTH Holding, Inc.",Services,Personal Services,NA,stocks/tax
TAYC,Taylor Capital Group Inc.,Financial,Regional - Midwest Banks,WIKI/TAYC,stocks/tayc
TAYCP,"Taylor Capital Group, Inc.",,,NA,NA
TAYD,Taylor Devices Inc.,Industrial Goods,Diversified Machinery,NA,stocks/tayd
TBAC,"Tandy Brands Accessories, Inc.",Consumer Goods,Textile - Apparel Footwear & Accessories,NA,stocks/tbac
TBI,"TrueBlue, Inc.",Services,Staffing & Outsourcing Services,WIKI/TBI,stocks/tbi
TBNK,Territorial Bancorp Inc.,Financial,Regional - Pacific Banks,WIKI/TBNK,stocks/tbnk
TBOW,"Trunkbow International Holdings, Ltd.",,,NA,stocks/tbow
TBIO,Transgenomic Inc.,Technology,Scientific & Technical Instruments,NA,stocks/tbio
TC,Thompson Creek Metals Company Inc.,Basic Materials,Industrial Metals & Minerals,NA,stocks/tc
TCB,TCF Financial Corporation,Financial,Money Center Banks,WIKI/TCB,stocks/tcb
TCBI,Texas Capital BancShares Inc.,Financial,Regional - Southwest Banks,WIKI/TCBI,stocks/tcbi
TCBK,TriCo Bancshares,Financial,Regional - Pacific Banks,WIKI/TCBK,stocks/tcbk
TCCO,Technical Communications Corporation,Technology,Communication Equipment,NA,stocks/tcco
TCI,Transcontinental Realty Investors Inc.,Financial,REIT - Diversified,NA,stocks/tci
TCO,"Taubman Centers, Inc.",Financial,REIT - Retail,NA,stocks/tco
TCP,"TC PipeLines, LP",Basic Materials,Oil & Gas Pipelines,NA,stocks/tcp
TDC,Teradata Corporation,Technology,Data Storage Devices,WIKI/TDC,stocks/tdc
TDW,Tidewater Inc.,Basic Materials,Oil & Gas Equipment & Services,WIKI/TDW,stocks/tdw
TDG,TransDigm Group Incorporated,Industrial Goods,Aerospace/Defense Products & Services,WIKI/TDG,stocks/tdg
TDY,Teledyne Technologies Inc.,Consumer Goods,Electronic Equipment,WIKI/TDY,stocks/tdy
TE,"TECO Energy, Inc.",Utilities,Electric Utilities,WIKI/TE,stocks/te
TECD,Tech Data Corp.,Services,Computers Wholesale,WIKI/TECD,stocks/tecd
TECH,Techne Corp.,Healthcare,Biotechnology,WIKI/TECH,stocks/tech
TEAR,TearLab Corporation,Healthcare,Medical Laboratories & Research,WIKI/TEAR,stocks/tear
TECUA,Tecumseh Products Company,Industrial Goods,Diversified Machinery,WIKI/TECUA,stocks/tecua
TECUB,Tecumseh Products Company,,,NA,stocks/tecub
TEG,"Integrys Energy Group, Inc.",Utilities,Gas Utilities,WIKI/TEG,stocks/teg
TEL,TE Connectivity Ltd.,Technology,Diversified Electronics,WIKI/TEL,stocks/tel
TELK,Telik Inc.,Healthcare,Drugs - Generic,NA,stocks/telk
TER,Teradyne Inc.,Technology,Semiconductor Equipment & Materials,WIKI/TER,stocks/ter
TEN,Tenneco Inc.,Consumer Goods,Auto Parts,WIKI/TEN,stocks/ten
TESS,TESSCO Technologies Inc.,Services,Electronics Wholesale,WIKI/TESS,stocks/tess
TESO,Tesco Corporation,Basic Materials,Oil & Gas Equipment & Services,WIKI/TESO,stocks/teso
TEX,Terex Corp.,Industrial Goods,Farm & Construction Machinery,WIKI/TEX,stocks/tex
TFCO,Tufco Technologies Inc.,,,NA,stocks/tfco
TFM,"The Fresh Market, Inc.",Services,Grocery Stores,WIKI/TFM,stocks/tfm
TFSL,TFS Financial Corp,Financial,Regional - Midwest Banks,WIKI/TFSL,stocks/tfsl
TGC,Tengasco Inc.,Basic Materials,Independent Oil & Gas,NA,stocks/tgc
TFX,Teleflex Incorporated,Healthcare,Medical Instruments & Supplies,WIKI/TFX,stocks/tfx
TG,Tredegar Corp.,Consumer Goods,Rubber & Plastics,WIKI/TG,stocks/tg
TGE,TGC Industries Inc.,Basic Materials,Oil & Gas Equipment & Services,WIKI/TGE,stocks/tge
TGI,"Triumph Group, Inc.",Industrial Goods,Aerospace/Defense Products & Services,WIKI/TGI,stocks/tgi
TGT,Target Corp.,Services,"Discount, Variety Stores",WIKI/TGT,stocks/tgt
THC,Tenet Healthcare Corp.,Healthcare,Hospitals,WIKI/THC,stocks/thc
THFF,First Financial Corp.,Financial,Regional - Midwest Banks,WIKI/THFF,stocks/thff
THG,The Hanover Insurance Group Inc.,Financial,Property & Casualty Insurance,WIKI/THG,stocks/thg
THLD,Threshold Pharmaceuticals Inc.,Healthcare,Biotechnology,WIKI/THLD,stocks/thld
THO,Thor Industries Inc.,Consumer Goods,Recreational Vehicles,WIKI/THO,stocks/tho
THI,Tim Hortons Inc.,Services,Restaurants,NA,stocks/thi
THOR,Thoratec Corp.,Healthcare,Medical Instruments & Supplies,WIKI/THOR,stocks/thor
THR,"Thermon Group Holdings, Inc.",Industrial Goods,Diversified Machinery,WIKI/THR,stocks/thr
THRD,TF Financial Corporation,Financial,Savings & Loans,NA,stocks/thrd
THRM,Gentherm Incorporated,Consumer Goods,Auto Parts,WIKI/THRM,stocks/thrm
THRX,Theravance Inc.,Healthcare,Biotechnology,WIKI/THRX,stocks/thrx
THS,"Treehouse Foods, Inc.",Consumer Goods,Processed & Packaged Goods,WIKI/THS,stocks/ths
THTI,"THT Heat Transfer Technology, Inc.",Industrial Goods,Diversified Machinery,NA,stocks/thti
TIBX,TIBCO Software Inc.,Technology,Business Software & Services,WIKI/TIBX,stocks/tibx
TIF,Tiffany & Co.,Services,Jewelry Stores,WIKI/TIF,stocks/tif
TIGR,TigerLogic Corporation,Technology,Application Software,NA,stocks/tigr
TIK,Tel-Instrument Electronics Corp.,Technology,Scientific & Technical Instruments,NA,stocks/tik
TIS,Orchids Paper Products Company,Consumer Goods,Paper & Paper Products,WIKI/TIS,stocks/tis
TISI,"Team, Inc.",Services,Business Services,WIKI/TISI,stocks/tisi
TITN,"Titan Machinery, Inc.",Services,Industrial Equipment Wholesale,WIKI/TITN,stocks/titn
TIVO,TiVo Inc.,Services,CATV Systems,WIKI/TIVO,stocks/tivo
TJX,"The TJX Companies, Inc.",Services,Department Stores,WIKI/TJX,stocks/tjx
TKOI,"Telkonet, Inc.",Technology,Scientific & Technical Instruments,NA,stocks/tkoi
TKR,Timken Co.,Industrial Goods,Machine Tools & Accessories,WIKI/TKR,stocks/tkr
TLAB,Tellabs Inc.,,,NA,stocks/tlab
TLF,"Tandy Leather Factory, Inc.",Consumer Goods,Textile - Apparel Footwear & Accessories,NA,stocks/tlf
TLLP,Tesoro Logistics LP,Basic Materials,Oil & Gas Equipment & Services,NA,stocks/tllp
TLR,Timberline Resources Corporation,Basic Materials,Industrial Metals & Minerals,NA,stocks/tlr
TLYS,"Tilly's, Inc.",Services,Apparel Stores,WIKI/TLYS,stocks/tlys
TMH,"Team Health Holdings, Inc.",Services,Staffing & Outsourcing Services,WIKI/TMH,stocks/tmh
TMHC,Taylor Morrison Home Corporation,Industrial Goods,Residential Construction,WIKI/TMHC,stocks/tmhc
TAM,Taminco Corporation,Basic Materials,Specialty Chemicals,WIKI/TAM,stocks/tam
TMNG,"The Management Network Group, Inc.",Services,Management Services,NA,stocks/tmng
TMO,"Thermo Fisher Scientific, Inc.",Healthcare,Medical Laboratories & Research,WIKI/TMO,stocks/tmo
TMP,Tompkins Financial Corporation,Financial,Regional - Northeast Banks,WIKI/TMP,stocks/tmp
TNAV,"Telenav, Inc.",Technology,Scientific & Technical Instruments,WIKI/TNAV,stocks/tnav
TNC,Tennant Company,Industrial Goods,Pollution & Treatment Controls,WIKI/TNC,stocks/tnc
TNGN,"Tengion, Inc.",Healthcare,Biotechnology,NA,stocks/tngn
TNGO,"Tangoe, Inc.",Technology,Business Software & Services,WIKI/TNGO,stocks/tngo
TNH,"Terra Nitrogen Company, L.P.",Basic Materials,Agricultural Chemicals,NA,stocks/tnh
TOF,Tofutti Brands Inc.,Consumer Goods,Food - Major Diversified,NA,stocks/tof
TOFC,Tower Financial Corporation,Financial,Regional - Midwest Banks,NA,stocks/tofc
TOL,Toll Brothers Inc.,Industrial Goods,Residential Construction,WIKI/TOL,stocks/tol
TORM,TOR Minerals International Inc.,Basic Materials,Specialty Chemicals,NA,stocks/torm
TOWR,"Tower International, Inc.",Industrial Goods,Metal Fabrication,WIKI/TOWR,stocks/towr
TPC,Tutor Perini Corporation,Industrial Goods,Heavy Construction,WIKI/TPC,stocks/tpc
TPH,"TRI Pointe Homes, Inc.",Industrial Goods,Residential Construction,WIKI/TPH,stocks/tph
TPL,Texas Pacific Land Trust,Financial,Real Estate Development,NA,stocks/tpl
TPLM,Triangle Petroleum Corporation,Basic Materials,Independent Oil & Gas,WIKI/TPLM,stocks/tplm
TPX,Tempur Sealy International Inc.,Consumer Goods,Home Furnishings & Fixtures,WIKI/TPX,stocks/tpx
TQNT,"TriQuint Semiconductor, Inc.",Technology,Semiconductor - Integrated Circuits,WIKI/TQNT,stocks/tqnt
TR,Tootsie Roll Industries Inc.,Consumer Goods,Confectioners,WIKI/TR,stocks/tr
TRAK,"Dealertrack Technologies, Inc.",Technology,Internet Software & Services,WIKI/TRAK,stocks/trak
TREE,"Tree.Com, Inc.",Financial,Mortgage Investment,WIKI/TREE,stocks/tree
TREX,Trex Co. Inc.,Industrial Goods,General Building Materials,WIKI/TREX,stocks/trex
TRC,Tejon Ranch Co.,Financial,Property Management,WIKI/TRC,stocks/trc
TRGT,"Targacept, Inc.",Healthcare,Biotechnology,WIKI/TRGT,stocks/trgt
TRIP,TripAdvisor Inc.,Technology,Internet Information Providers,WIKI/TRIP,stocks/trip
TRIT,"Tri-Tech Holding, Inc.",,,NA,stocks/trit
TRLA,"Trulia, Inc.",Technology,Internet Service Providers,WIKI/TRLA,stocks/trla
TRLG,"True Religion Apparel, Inc.",,,NA,stocks/trlg
TRMB,Trimble Navigation Limited,Technology,Scientific & Technical Instruments,WIKI/TRMB,stocks/trmb
TRMK,Trustmark Corporation,Financial,Regional - Southeast Banks,WIKI/TRMK,stocks/trmk
TRNO,Terreno Realty Corp.,Financial,REIT - Industrial,NA,NA
TRNS,Transcat Inc.,Technology,Scientific & Technical Instruments,NA,stocks/trns
TROV,"TrovaGene, Inc.",Healthcare,Biotechnology,NA,stocks/trov
TRNX,Tornier N.V.,Healthcare,Medical Instruments & Supplies,WIKI/TRNX,stocks/trnx
TROVU,"TrovaGene, Inc.",,,NA,NA
TROW,"T. Rowe Price Group, Inc.",Financial,Asset Management,WIKI/TROW,stocks/trow
TRR,TRC Companies Inc.,Industrial Goods,Waste Management,WIKI/TRR,stocks/trr
TRST,TrustCo Bank Corp. NY,Financial,Regional - Northeast Banks,WIKI/TRST,stocks/trst
TRT,Trio-Tech International,Technology,Semiconductor Equipment & Materials,NA,stocks/trt
TRV,"The Travelers Companies, Inc.",Financial,Property & Casualty Insurance,WIKI/TRV,stocks/trv
TRXI,"TRX, Inc.",,,NA,stocks/trxi
TRW,TRW Automotive Holdings Corp.,Consumer Goods,Auto Parts,WIKI/TRW,stocks/trw
TSBK,"Timberland Bancorp, Inc.",Financial,Savings & Loans,NA,stocks/tsbk
TSC,"Tristate Capital Holdings, Inc.",Financial,Money Center Banks,WIKI/TSC,stocks/tsc
TSCO,Tractor Supply Company,Services,"Specialty Retail, Other",WIKI/TSCO,stocks/tsco
TSH,Teche Holding Company,Financial,Savings & Loans,NA,stocks/tsh
TSO,Tesoro Corporation,Basic Materials,Oil & Gas Refining & Marketing,WIKI/TSO,stocks/tso
TSLA,"Tesla Motors, Inc.",Consumer Goods,Auto Manufacturers - Major,WIKI/TSLA,stocks/tsla
TSPT,"Transcept Pharmaceuticals, Inc.",Healthcare,Biotechnology,NA,stocks/tspt
TSRA,Tessera Technologies Inc.,Technology,Semiconductor Equipment & Materials,WIKI/TSRA,stocks/tsra
TSN,"Tyson Foods, Inc.",Consumer Goods,Meat Products,WIKI/TSN,stocks/tsn
TSRO,"Tesaro, Inc.",Healthcare,Biotechnology,WIKI/TSRO,stocks/tsro
TSYS,TeleCommunication Systems Inc.,Technology,Application Software,WIKI/TSYS,stocks/tsys
TTC,Toro Co.,Industrial Goods,Small Tools & Accessories,WIKI/TTC,stocks/ttc
TTEC,TeleTech Holdings Inc.,Services,Business Services,WIKI/TTEC,stocks/ttec
TTEK,Tetra Tech Inc.,Services,Technical Services,WIKI/TTEK,stocks/ttek
TTGT,"TechTarget, Inc.",Technology,Internet Information Providers,WIKI/TTGT,stocks/ttgt
TTI,"TETRA Technologies, Inc.",Basic Materials,Oil & Gas Equipment & Services,WIKI/TTI,stocks/tti
TTMI,TTM Technologies Inc.,Technology,Printed Circuit Boards,WIKI/TTMI,stocks/ttmi
TTPH,"Tetraphase Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Major,WIKI/TTPH,stocks/ttph
TTWO,Take-Two Interactive Software Inc.,Technology,Multimedia & Graphics Software,WIKI/TTWO,stocks/ttwo
TUES,Tuesday Morning Corporation,Services,"Discount, Variety Stores",WIKI/TUES,stocks/tues
TUMI,"Tumi Holdings, Inc.",Services,"Specialty Retail, Other",WIKI/TUMI,stocks/tumi
TUP,Tupperware Brands Corporation,Consumer Goods,Packaging & Containers,WIKI/TUP,stocks/tup
TW,Towers Watson & Co.,Services,Management Services,WIKI/TW,stocks/tw
TWC,Time Warner Cable Inc.,Services,CATV Systems,WIKI/TWC,stocks/twc
TWER,Towerstream Corporation,Technology,Diversified Communication Services,WIKI/TWER,stocks/twer
TWIN,"Twin Disc, Incorporated",Industrial Goods,Diversified Machinery,WIKI/TWIN,stocks/twin
TWMC,Trans World Entertainment Corporation,Services,Music & Video Stores,WIKI/TWMC,stocks/twmc
TWI,Titan International Inc.,Consumer Goods,Rubber & Plastics,WIKI/TWI,stocks/twi
TWO,Two Harbors Investment Corp.,Financial,REIT - Residential,NA,NA
TWTC,TW Telecom Inc.,Technology,Telecom Services - Domestic,WIKI/TWTC,stocks/twtc
TWX,Time Warner Inc.,Services,Entertainment - Diversified,WIKI/TWX,stocks/twx
TXI,Texas Industries Inc.,Industrial Goods,Cement,WIKI/TXI,stocks/txi
TXN,Texas Instruments Inc.,Technology,Semiconductor - Broad Line,WIKI/TXN,stocks/txn
TXRH,"Texas Roadhouse, Inc.",Services,Restaurants,WIKI/TXRH,stocks/txrh
TXT,Textron Inc.,Industrial Goods,Aerospace/Defense - Major Diversified,WIKI/TXT,stocks/txt
TYC,Tyco International Ltd.,Services,Security & Protection Services,WIKI/TYC,stocks/tyc
TYL,"Tyler Technologies, Inc.",Technology,Technical & System Software,WIKI/TYL,stocks/tyl
TYPE,Monotype Imaging Holdings Inc.,Technology,Application Software,WIKI/TYPE,stocks/type
TZOO,Travelzoo Inc.,Technology,Internet Information Providers,WIKI/TZOO,stocks/tzoo
UACL,Universal Truckload Services Inc.,Services,Trucking,WIKI/UACL,stocks/uacl
UAHC,United American Healthcare Corp.,,,NA,stocks/uahc
UA,"Under Armour, Inc.",Consumer Goods,Textile - Apparel Clothing,WIKI/UA,stocks/ua
UAL,"United Continental Holdings, Inc.",Services,Major Airlines,WIKI/UAL,stocks/ual
UAM,Universal American Corp,Healthcare,Health Care Plans,WIKI/UAM,stocks/uam
UAMY,United States Antimony Corp.,Basic Materials,Industrial Metals & Minerals,NA,stocks/uamy
UAN,"CVR Partners, LP",Basic Materials,Agricultural Chemicals,NA,stocks/uan
UBA,Urstadt Biddle Properties Inc.,Financial,REIT - Retail,NA,stocks/uba
UBCP,United Bancorp Inc.,Financial,Regional - Midwest Banks,NA,stocks/ubcp
UBFO,United Security Bancshares,Financial,Regional - Pacific Banks,NA,stocks/ubfo
UBNK,"United Financial Bancorp, Inc.",Financial,Savings & Loans,WIKI/UBNK,stocks/ubnk
UBNT,"Ubiquiti Networks, Inc.",Technology,Wireless Communications,WIKI/UBNT,stocks/ubnt
UBOH,United Bancshares Inc.,Financial,Money Center Banks,NA,stocks/uboh
UBP,Urstadt Biddle Properties Inc.,,,NA,stocks/ubp
UBSH,Union Bankshares Corporation,Financial,Regional - Mid-Atlantic Banks,WIKI/UBSH,stocks/ubsh
UBSI,United Bankshares Inc.,Financial,Regional - Mid-Atlantic Banks,WIKI/UBSI,stocks/ubsi
UCFC,United Community Financial Corp.,Financial,Savings & Loans,WIKI/UCFC,stocks/ucfc
UCI,UBS E-TRACS CMCI TR ETN,,,NA,stocks/uci
UCTT,Ultra Clean Holdings Inc.,Technology,Semiconductor - Specialized,WIKI/UCTT,stocks/uctt
UDR,"UDR, Inc.",Financial,REIT - Residential,NA,stocks/udr
